Titulo,Serviço,Grupo,Ação,Avaliação,Publicação,Localidade,Matriz de Achados?,a. Questões de Auditoria,b. Subquestões de Auditoria,c. Descrição sumária,d. Critério (O que deveria ser),e. Condição ou situação encontrada (O que é) [achados],f. Evidências,g. Informação extraída das evidências,h. Causas,i. Efeitos,j. Boas Práticas,k. Recomendações,l. Benefícios esperados,m. Manifestação,n. Conclusões
"Relatório de Avaliação dos Resultados da Gestão nº 201702575 - Instituto Federal de Educação, Ciência e Tecnologia Farroupilha.",Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/7/2018,Santa Maria/RS,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
Relatório de Avaliação dos Resultados da Gestão nº 201702216 - Universidade Federal do Rio Grande do Sul - UFRGS,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/7/2018,Porto Alegre/RS,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201505813 - CVM,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/7/2018,Rio de Janeiro/RJ,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201702492 - Companhia Docas do Estado de São Paulo (CODESP),Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/7/2018,Brasília/DF,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1
Relatorio de FIscalização n 201800716 Fundeb PAB,Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Vitorino Freire/MA,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1
Relatório de Fiscalização n.º 201801002 MEC MDS MS,Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Ouricuri/PE,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
Relatório de Fiscalização n.º 201800755 MEC MS MDS MTUR,Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Tamandaré/PE,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
Relatório de Fiscalização nº 201800854 - PNAE - PAB Fixo - PBF - BPC - Seguro-Defeso - ProVB - Pró-Transporte,Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Rio Branco/AC,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
Relatório de Fiscalização nº 201800720 - DNIT BR 365 - Sistema Único de Saúde - Estação de Tratamento de Água,Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Uberlândia/MG,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1
"Relatório de fiscalização nº 201801378 - Saúde, Social e Turismo.",Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Natal/RN,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
Relatório de fiscalização nº 201800853 - Censo Escolar - Bolsa Família - BPC,Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Mata Grande/AL,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
"Relatório de fiscalização nº 201801376 - BPC, PBF e PNAE",Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Ferreira Gomes/AP,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
"Relatório de Fiscalização nº 201801050 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO; EDUCAÇÃO; SAÚDE DESENVOLVIMENTO SOCIAL e ESPORTE, CIDADANIA E DESENVOLVIMENTO",Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Maringá/PR,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
Relatório de Fiscalização nº 201800723 - FUNDEB - PNATE - PAC 2 - Bolsa Familia,Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,São Raimundo Nonato/PI,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
"Relatório de fiscalização nº 201800714 - PNAE, PAB FIXO, BPC, PBF, Convênios SUS",Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Vila Velha/ES,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1
"Relatório de fiscalização nº 201801047 - PNAE, Teto MAC, PSF, BPC, PBF, Vendas em Balcão,",Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Pancas/ES,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1
"Relatório de Fiscalização nº 201800749 - Fundeb, Pnate, Bolsa Família; transferências voluntárias para construções na área da Saúde",Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Cajazeiras/PB,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
Relatório de Fiscalização nº 201800938 - Fortalecimento do SUS - Consolidação do SUAS - Bolsa Família,Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Lavras/MG,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
"Relatório de Fiscalização nº 201801482 - Educação, Desenvolvimento Social e Infraestrutura",Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Boa Vista/RR,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
Relatório de Fiscalização nº 201800717 - Pouso Alegre - Sistema Único de Saúde - SUAS - Bolsa família,Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Pouso Alegre/MG,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
"Relatório de Fiscalização nº 201800724 - EDUCAÇÃO; SAÚDE DESENVOLVIMENTO SOCIAL e ESPORTE, CIDADANIA E DESENVOLVIMENTO",Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Ponta Grossa/PR,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
"Relatório de fiscalização nº 201800760 - Fundeb, Fundef, Pnae, Pnate, Atenção Básica, BPF e BPC,",Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Antônio Cardoso/BA,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
Relatório de fiscalização nº 201800936 - CEADES - Obras em Unidades Básicas de Saúde,Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Chapecó/SC,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1
Relatório de fiscalização nº 201801060 - ProVB / Pnae,Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Porto Velho/RO,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
Relatório de Fiscalização nº 201801585 - Fortalecimento do SUS,Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Milagres/CE,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
Relatório de Fiscalização nº 201801163 - PNAE,Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Itatira/CE,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Relatório de Fiscalização n.º 201800722 - Fundeb - Pnae - Bolsa-Família - BPC - Teto MAC,Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Barreiros/PE,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
"Relatório de Fiscalização nº 201801036 - Saúde, Educação e Assistência Social",Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Parnamirim/RN,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
Relatório de Fiscalização nº 201801096 - Implantação de Escolas para Educação Infantil - Bolsa Família - BPC,Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Rio Largo/AL,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
Relatório nº 201413007 - Superintendência do IPHAN/CE - Preservação de Bens e Acervos Culturais,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/11/2018,Fortaleza/CE,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1
Relatório nº 201413008 - Superintendência do IPHAN/CE - Preservação de Bens e Acervos Culturais,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/11/2018,Acaraú/CE,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
Relatório nº 201413009 - Superintendência do IPHAN/CE - Preservação de Bens e Acervos Culturais,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/11/2018,Fortaleza/CE,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1
"Relatório de Fiscalização nº 201800822 - Cultura: Preservação, Promoção e Acesso; Fortalecimento do Sistema Único de Saúde (SUS); Consolidação do Sistema Único de Assistência Social (SUAS).",Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Campo Grande/MS,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
Relatório de fiscalização nº 201800715 - Convênio nº 785839 - MAC - TAC - BPC - Bolsa Família - Contrato de Repasse nº 0350976-96 - Pró-Transporte,Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Aparecida de Goiânia/GO,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
Relatório de fiscalização nº 201800883 - Programa Caminho da Escola; Benefício de Prestação Continuada - BPC; Programa Seguro-defeso; Programa Saúde da Família - PSF e Bolsa-Família,Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/11/2018,Autazes/AM,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
RDE n.º 201800272 - Atenção Básica,Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,12/13/2018,Pedra/PE,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
Relatório de Auditoria nº 201604727 - Agência Nacional de Águas - ANA - Projeto BIRD 8074-BR,Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria interna governamental,Não,12/13/2018,Brasília/DF,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria Anual de Contas nº 201800786 - SE/MTb - exercício de 2017,Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,12/13/2018,Brasília/DF,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1
Relatório de Auditoria Anual de Contas nº 201800493 - SRTb/AP - exercício de 2017,Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,12/13/2018,Macapá/AP,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1
"Relatório de Auditoria Anual de Contas nº 201800571 - Instituto Federal de Educação, Ciência e Tecnologia Farroupilha - Exercício de 2017",Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,12/13/2018,Santa Maria/RS,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria Anual de Contas nº 201306201 - SI/MDIC - exercício de 2012,Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,12/13/2018,Brasília/DF,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Relatório de Auditoria Anual de Contas nº 201306214 - SECRETARIA DO DESENVOLVIMENTO DA PRODUCAO/MDIC - Exercício 2012,Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,12/13/2018,Brasília/DF,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria Anual de Contas nº 201503568 - SE/MDIC - exercício de 2014,Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,12/13/2018,Brasília/DF,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201801076 - Conselho das Cidades,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/14/2018,Brasília/DF,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
Relatório nº 201700131 - DNIT - BR 381/MG,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/14/2018,Governador Valadares/MG,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201503867 - Petrobras SA,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/14/2018,Brasília/DF,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria nº 201702232 - Centrais Elétricas do Norte do Brasil S.A. - Eletronorte,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/14/2018,Brasília/DF,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201800795 - Sebrae NA,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/14/2018,Brasília/DF,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201702494 - Companhia Docas do Pará (CDP),Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/14/2018,Brasília/DF,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1
Relatório de Avaliação dos Resultados da Gestão nº 201702493 - Companhia das Docas do Estado da Bahia (CODEBA),Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/14/2018,Brasília/DF,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1
Relatório de Auditoria nº 201603307- Comissão Nacional de Energia Nuclear- Sede,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/14/2018,Rio de Janeiro/RJ,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1
Relatório nº 201701254 - CAIXA ECONÔMICA FEDERAL - 00CY / FDS - PMCMV Entidades,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/14/2018,Portelândia/GO,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1
Relatório de Avaliação dos Resultados da Gestão nº 201800460 - Secretaria Executiva - Ministério das Cidades,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/14/2018,Brasília/DF,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201503747 - Petrobras SA,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/14/2018,Brasília/DF,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201702496 - Companhia Docas do Ceará (CDC),Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/14/2018,Brasília/DF,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1
Relatório de Avaliação dos Resultados da Gestão nº 201702491 - COMPANHIA DOCAS DO RIO GRANDE DO NORTE (CODERN),Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/14/2018,Brasília/DF,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1
Relatório nº 201701289 - Orizona/GO - Proinfância,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/17/2018,Orizona/GO,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
Relatório de Auditoria nº 201603519 - Serviço Nacional de Aprendizagem Rural - SENAR/PR,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/17/2018,Curitiba/PR,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria nº 201315363 - IFPR,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/17/2018,Curitiba/PR,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Relatório nº 201702658 - PM de Londrina/PR - Implantação e Modernização de Infraestrutura para Esporte Recreativo e de Lazer,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/17/2018,Londrina/PR,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
Relatório nº 201702659 - PM de Londrina/PR - Implantação e Modernização de Infraestrutura para o Esporte de Alto Rendimento,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/17/2018,Londrina/PR,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
Relatório de Auditoria nº 201315493 - Universidade Federal do Paraná,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/17/2018,Curitiba/PR,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Relatório de Auditoria nº 201315492 - Universidade Federal do Paraná,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/17/2018,Curitiba/PR,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
Relatório de Auditoria nº 201603460 - Instituto Itaú Cultural,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/17/2018,São Paulo/SP,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1
Relatório de Auditoria nº 201603465 - Evoluir Cultural,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/17/2018,São Paulo/SP,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
Relatório nº 201702660 - Instituto Paranaense de Ciência do Esporte/IPCE - Apoio à Implantação de Infraestrutura para os Jogos Olímpicos e Paraolímpicos Rio 2016,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/17/2018,Cascavel/PR,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1
Relatório de Auditoria nº 201315656 - Universidade Tecnológica Federal do Paraná,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/17/2018,Curitiba/PR,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
Relatório de Auditoria nº 201315502 - Universidade Tecnológica Federal do Paraná,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/17/2018,Curitiba/PR,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
Relatório de Auditoria nº 201314330 - Universidade Federal do Paraná,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/17/2018,Curitiba/PR,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1
Relatório de Fiscalização Sorteio de Municípios - Olho D'Água das Flores/AL,Apuração,Fiscalização de Entes Federativos,Auditoria interna governamental,Não,12/18/2018,Olho d'Água das Flores/AL,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
Relatório de Auditoria Anual de Contas nº 201800895 - SENAT - Exercício 2017,Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,12/19/2018,Brasília/DF,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
Relatório de Auditoria Anual de Contas nº 201800877 - SENAI DN - Exercício 2017,Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,12/19/2018,Brasília/DF,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
Relatório de Auditoria Anual de Contas nº 201800878 - SEST - Exercício 2017,Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,12/19/2018,Brasília/DF,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
RDE nº 201801292 - Fundação Universidade Federal - Mato Grosso do Sul,Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,12/19/2018,Campo Grande/MS,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
RDE - 201702147 - PM de Palmitos/SC - Implantação e Modernização de Infraestrutura para o Esporte de Alto Rendimento,Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,12/19/2018,Palmitos/SC,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
Relatório Nº 201800152 - Atenção à Saúde da População para Procedimentos em Média e Alta Complexidade,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/19/2018,Cuiabá/MT,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Relatório de Auditoria Anual de Contas nº 201800850 - SESC/DF - exercício 2017,Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,12/19/2018,Brasília/DF,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201700348 - Prefeitura de Goiânia/GO,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/19/2018,Goiânia/GO,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1
RDE nº 201505917 - Aquisição de medicamentos e insumos para a Assistência Farmacêutica Básica (AFB) e de Média e Alta Complexidade (MAC),Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,12/19/2018,Itapuranga/GO,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1
Relatório de Avaliação dos Resultados da Gestão nº 201602462 - Prefeitura Municipal de Porto Alegre/RS,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/19/2018,Porto Alegre/RS,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
RDE nº 201410513 - Construção e Ampliação de Unidades Básicas de Saúde - UBS,Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,12/19/2018,Campo Grande/MS,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
"Relatório de Avaliação dos Resultados da Gestão nº 201702575 - Instituto Federal de Educação, Ciência e Tecnologia - Rio Grande do Sul (IFRS)",Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/19/2018,Porto Alegre/RS,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria nº 201603462 - RS Eventos,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/19/2018,Porto Alegre/RS,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
"Relatório de Auditoria nº 201203782 - Superintendência Federal de Agricultura, Pecuária e Abastecimento no Estado de São Paulo",Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,São Paulo/SP,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1
Relatório de Auditoria nº 201502611 - Instituto Nacional de Pesquisas Espaciais - INPE,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,São José dos Campos/SP,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Relatório de Auditoria nº 201412706 - Instituto Nacional de Pesquisas Espaciais - INPE,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,São José dos Campos/SP,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1
Relatório de Auditoria nº 201318230 - DEPARTAMENTO REGIONAL DO SENAI NO RIO DE JANEIRO,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,Rio de Janeiro/RJ,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria nº 201317084 - Serviço Nacional de Aprendizagem Industrial - SENAI/PR,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,Curitiba/PR,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria nº 201407774 - Serviço Social da Indústria - SESI/PR,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,Curitiba/PR,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria nº 201407361 - Serviço Social da Indústria - SESI/PR,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,Curitiba/PR,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
Relatório de Auditoria Anual de Contas nº 201408028 - SENAI/PR - exercício de 2013,Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,12/21/2018,Curitiba/PR,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria nº 201318086 - Serviço Nacional de Aprendizagem Industrial - SENAI/PR,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,Curitiba/PR,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria nº 201408382 - Serviço Social do Comércio - SESC/PR,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,Curitiba/PR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Relatório de Auditoria nº 201407357 - Serviço Social do Comércio - SESC/PR,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,Curitiba/PR,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Relatório de Auditoria Anual de Contas nº 201800420 - CRM/RR - exercício de 2017,Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,12/21/2018,Boa Vista/RR,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201410700 - Universidade Federal do ABC,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,Santo André/SP,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1
Relatório nº 201601930 - Irmandade da Santa Casa de Misericórdia de Araraquara - Estruturação de Unidades de Atenção Especializada em Saúde,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,Araraquara/SP,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Relatório de Auditoria nº 201317722 - SENAC/PR,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,Jacarezinho/PR,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria nº 201315370 - IFPR,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,Curitiba/PR,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
Relatório de Auditoria nº 201315365 - IFPR,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,Curitiba/PR,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
Relatório de Auditoria nº 201410820 - Serviço Nacional de Aprendizagem Comercial - SENAC/PR,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,Curitiba/PR,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
Relatório n° 201601771 - SPA/Mapa - Subvenção ao Prêmio do Seguro Rural.,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,Santo Antônio da Patrulha/RS,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Relatório n° 201601768 - SPA/Mapa - Subvenção ao Prêmio do Seguro Rural.,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,Viamão/RS,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Relatório de Auditoria nº 201411240 - Universidade Federal do ABC,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,Santo André/SP,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1
Relatório de Auditoria Anual de Contas nº 201800615 - UNIFAP - exercício de 2017,Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,12/21/2018,Macapá/AP,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1
"Relatório de Auditoria Anual de Contas nº 201800577 - Instituto Federal de Educação, Ciência e Tecnologia do Amapá - exercício de 2017",Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,12/21/2018,Macapá/AP,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201702531 - Fungetur,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,Brasília/DF,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1
"RDE nº 201701555 - PM de Cotia/SP - Implantação e Modernização de Infraestrutura para Esporte Educacional, Recreativo e de Lazer",Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,12/21/2018,Cotia/SP,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1
Relatório de Avaliação dos Resultados da Gestão nº 201702580 - IFAP,Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/21/2018,Macapá/AP,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria Anual de Contas nº 201800863 - SESI/PR - exercício de 2017,Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,12/21/2018,Curitiba/PR,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1
